permittype,permit_type_desc,permit_number,permit_class_mapped,permit_class,work_class,condominium,permit_location,description,tcad_id,legal_description,applieddate,issue_date,day_issued,calendar_year_issued,fiscal_year_issued,issued_in_last_30_days,issue_method,status_current,statusdate,expiresdate,completed_date,remodel_repair_sqft,number_of_floors,housing_units,original_address1,original_city,original_state,original_zip,council_district,jurisdiction,link,project_id,latitude,longitude,location,certificate_of_occupancy,total_valuation_remodel,total_job_valuation,building_valuation_remodel,electrical_valuation_remodel,mechanical_valuation_remodel,plumbing_valuation_remodel,masterpermitnum,total_existing_bldg_sqft,total_new_add_sqft,total_lot_sq_ft,electrical_valuation
EP,Electrical Permit,2015-102746 EP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,2711 SCENIC DR,Interior remodel.  New tile and plumbing fixtures in bathrooms.  No additional plumbing fixtures to be added.  New cabinets throughout the house.  New interior doors at specific locations.  New accessible ramp from garage to kitchen.  General accessibility upgrades throughout the house.  New paint.  New front door.  New fireplace surrounds and hearths both to meet current code requirements.  Infill of current openings.  Non-structural minor framing adjustments.,0121060220,LOT 1 SCENIC HILLS ESTATES,2015-08-19T00:00:00.000,2015-09-10T00:00:00.000,THURSDAY,2015,2015,No,Permit Center,Final,2016-08-04T00:00:00.000,2016-08-04T00:00:00.000,2016-08-04T00:00:00.000,,2,1,2711 SCENIC DR,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11405914'},11405914,30.30804035,-97.77427497,"{'latitude': '30.30804035', 'longitude': '-97.77427497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,15000,,,11405913,0,6500,,
PP,Plumbing Permit,2015-097932 PP,Residential,R- 101 Single Family Houses,New,No,1204 E 13TH ST,New 2-story single family residence with exempt habitable attic to have (3) bedrooms (2.5) bathrooms covered front porch screened side porch & adjacent covered patio with covered roof deck above and spiral staircase to the attic level deck that is not accessible from the attic rear screened porch with covered deck above and an attached 1-car garage.,0209071501,,2015-05-08T00:00:00.000,2015-09-09T00:00:00.000,WEDNESDAY,2015,2015,No,Permit Center,Final,2016-08-25T00:00:00.000,2016-08-25T00:00:00.000,2016-08-25T00:00:00.000,,2,1,1204 E 13TH ST,AUSTIN,TX,78702,1,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11400562'},11400562,30.27381967,-97.72754379,"{'latitude': '30.27381967', 'longitude': '-97.72754379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,,,,11400556,,2910,,
BP,Building Permit,2015-106415 BP,Residential,R- 435 Renovations/Remodel,Repair,No,2414 FOREST AVE,Construct wheel-chair ramp for accesibility.,0404022501,,2015-09-02T00:00:00.000,2015-09-02T00:00:00.000,WEDNESDAY,2015,2015,No,Permit Center,Final,2016-02-01T00:00:00.000,2016-02-01T00:00:00.000,2016-02-01T00:00:00.000,0,1,1,2414 FOREST AVE,AUSTIN,TX,78704,3,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11410221'},11410221,30.23964418,-97.75719917,"{'latitude': '30.23964418', 'longitude': '-97.75719917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,1500,1500,1500,0,0,0,11410217,,,,
PP,Plumbing Permit,2015-087272 PP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,4902 CANYON CREST CT,Interior Remodel: Fire damage mitigation.  Replace smoke fire & waterdamaged sheetrock.  Remove & replace HVAC system & ductwork remove all wiring from inside structure.  Relocate water heater to more accessible location in Garage.  Replace flooring throughout house.  Need to inspect work from previous contractor.  Roor replacement & siding replacement.,0404230103,LOT 41 BLK D TRAVIS COUNTRY,2015-07-10T00:00:00.000,2015-08-18T00:00:00.000,TUESDAY,2015,2015,No,Permit Center,Final,2015-10-14T00:00:00.000,2015-10-14T00:00:00.000,2015-10-14T00:00:00.000,,2,1,4902 CANYON CREST CT,AUSTIN,TX,78735,8,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11388205'},11388205,30.2420664,-97.82773484,"{'latitude': '30.2420664', 'longitude': '-97.82773484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,,,3000,11388202,0,0,,
PP,Plumbing Permit,2015-067237 PP,Residential,R- 101 Single Family Houses,New,No,1009 GASTON AVE,New 2 story sf res (w/ basement level). Attached 2 car garage basement level storage mud room exercise room. Main level entry porch master suite kitchen/dining/living rear patio. 2nd floor bedrooms baths.,0216010114,LOT 22A SHOAL TERRACE AMD LOTS 22 & 23,2015-03-18T00:00:00.000,2015-08-07T00:00:00.000,FRIDAY,2015,2015,No,Online,Final,2016-10-20T00:00:00.000,2016-10-20T00:00:00.000,2016-10-20T00:00:00.000,,3,1,1009 GASTON AVE,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11364959'},11364959,30.29334049,-97.74881241,"{'latitude': '30.29334049', 'longitude': '-97.74881241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,,,,11364945,,6483,,
MP,Mechanical Permit,2015-087272 MP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,4902 CANYON CREST CT,Interior Remodel: Fire damage mitigation.  Replace smoke fire & waterdamaged sheetrock.  Remove & replace HVAC system & ductwork remove all wiring from inside structure.  Relocate water heater to more accessible location in Garage.  Replace flooring throughout house.  Need to inspect work from previous contractor.  Roor replacement & siding replacement.,0404230103,LOT 41 BLK D TRAVIS COUNTRY,2015-07-10T00:00:00.000,2015-07-30T00:00:00.000,THURSDAY,2015,2015,No,Online,Final,2015-10-13T00:00:00.000,2015-10-13T00:00:00.000,2015-10-13T00:00:00.000,,2,1,4902 CANYON CREST CT,AUSTIN,TX,78735,8,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11388204'},11388204,30.2420664,-97.82773484,"{'latitude': '30.2420664', 'longitude': '-97.82773484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,,8650,,11388202,,0,,
EP,Electrical Permit,2015-087272 EP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,4902 CANYON CREST CT,Interior Remodel: Fire damage mitigation.  Replace smoke fire & waterdamaged sheetrock.  Remove & replace HVAC system & ductwork remove all wiring from inside structure.  Relocate water heater to more accessible location in Garage.  Replace flooring throughout house.  Need to inspect work from previous contractor.  Roor replacement & siding replacement.,0404230103,LOT 41 BLK D TRAVIS COUNTRY,2015-07-10T00:00:00.000,2015-07-27T00:00:00.000,MONDAY,2015,2015,No,Permit Center,Final,2015-10-06T00:00:00.000,2015-10-06T00:00:00.000,2015-10-06T00:00:00.000,,2,1,4902 CANYON CREST CT,AUSTIN,TX,78735,8,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11388203'},11388203,30.2420664,-97.82773484,"{'latitude': '30.2420664', 'longitude': '-97.82773484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,20460,,,11388202,0,0,,
BP,Building Permit,2015-095330 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,7601 PARKVIEW CIR,Interior Remodel.  Remove and replace flooring in Kitchen Utility 1/2 Bath Living Dining and Family rooms.  Remove dropped ceiling in Kitchen.  New cabinets in Kitchen.  Widen doorway between Kitchen and Dining.  Remove part of wall between Kitchen and Family room.  Update and add lighting in Kitchen and Family room.  Extend gas line to Kitchen for gas stove.  New fixtures in 1/2 Bath.  Repair ceiling in Family room.  Framing per Engineers letter.,0143061124,LOT 13 BLK K VISTA WEST II,2015-06-05T00:00:00.000,2015-08-07T00:00:00.000,FRIDAY,2015,2015,No,Permit Center,Final,2015-12-22T00:00:00.000,2015-12-22T00:00:00.000,2015-12-22T00:00:00.000,,1,1,7601 PARKVIEW CIR,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11397533'},11397533,30.36995238,-97.77038646,"{'latitude': '30.36995238', 'longitude': '-97.77038646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,23315,23315,19425,3000,0,890,11365510,,0,0,
BP,Building Permit,2015-087272 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,4902 CANYON CREST CT,Interior Remodel: Fire damage mitigation.  Replace smoke fire & waterdamaged sheetrock.  Remove & replace HVAC system & ductwork remove all wiring from inside structure.  Relocate water heater to more accessible location in Garage.  Replace flooring throughout house.  Need to inspect work from previous contractor.  Roor replacement & siding replacement.,0404230103,LOT 41 BLK D TRAVIS COUNTRY,2015-07-10T00:00:00.000,2015-07-21T00:00:00.000,TUESDAY,2015,2015,No,Permit Center,Final,2015-10-14T00:00:00.000,2015-10-14T00:00:00.000,2015-10-14T00:00:00.000,,2,1,4902 CANYON CREST CT,AUSTIN,TX,78735,8,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11388202'},11388202,30.2420664,-97.82773484,"{'latitude': '30.2420664', 'longitude': '-97.82773484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,105000,105000,70122,20460,11418,3000,11383475,,0,0,
BP,Building Permit,2015-041997 BP,Residential,R- 101 Single Family Houses,New,No,813 RUTHERFORD PL,New 3-story single family residence to have (3) bedrooms (2.5) bathrooms attached 1-car garage rear ground level covered patio 2nd level entry with screened porch in back 3rd floor front balcony and a rear balcony off the Master Bedroom. Existing outbuilding (121 SF) to remain.,0301020214,LOT 2 BLK 2 TRAVIS HEIGHTS,2015-02-27T00:00:00.000,2015-07-31T00:00:00.000,FRIDAY,2015,2015,No,Permit Center,Final,2017-04-25T00:00:00.000,2017-04-25T00:00:00.000,2017-04-25T00:00:00.000,,3,1,813 RUTHERFORD PL,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11328788'},11328788,30.24936422,-97.7404509,"{'latitude': '30.24936422', 'longitude': '-97.7404509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Yes,,300000,,,,,11301860,,4078,8832,
BP,Building Permit,2015-067237 BP,Residential,R- 101 Single Family Houses,New,No,1009 GASTON AVE,New 2 story sf res (w/ basement level). Attached 2 car garage basement level storage mud room exercise room. Main level entry porch master suite kitchen/dining/living rear patio. 2nd floor bedrooms baths.,0216010114,LOT 22A SHOAL TERRACE AMD LOTS 22 & 23,2015-03-18T00:00:00.000,2015-06-16T00:00:00.000,TUESDAY,2015,2015,No,Permit Center,Final,2016-10-20T00:00:00.000,2016-10-20T00:00:00.000,2016-10-20T00:00:00.000,,3,1,1009 GASTON AVE,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11364945'},11364945,30.29334049,-97.74881241,"{'latitude': '30.29334049', 'longitude': '-97.74881241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Yes,,450000,,,,,11313788,,6483,14113,
PP,Plumbing Permit,2015-036632 PP,Residential,R- 435 Renovations/Remodel,Remodel,No,7601 BASIL CV,Partial Demo for new window and Complete Bathroom Remodel.  Add tub in lieu of existing vanity new shower floors vanity fixtures add window reduce closet size fur down ceiling over shower convert steam room into closet remove skylight and roof over widen doorway into new closet from bath.,0150130104,LOT 3 BLK A CANYON RIDGE PHS A SEC 1,2015-03-25T00:00:00.000,2015-06-23T00:00:00.000,TUESDAY,2015,2015,No,Permit Center,Final,2015-09-15T00:00:00.000,2015-09-15T00:00:00.000,2015-09-15T00:00:00.000,300,1,1,7601 BASIL CV,AUSTIN,TX,78750,10,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11321203'},11321203,30.38332235,-97.8001868,"{'latitude': '30.38332235', 'longitude': '-97.8001868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,,,2451,11321201,,,,
EP,Electrical Permit,2015-036632 EP,Residential,R- 435 Renovations/Remodel,Remodel,No,7601 BASIL CV,Partial Demo for new window and Complete Bathroom Remodel.  Add tub in lieu of existing vanity new shower floors vanity fixtures add window reduce closet size fur down ceiling over shower convert steam room into closet remove skylight and roof over widen doorway into new closet from bath.,0150130104,LOT 3 BLK A CANYON RIDGE PHS A SEC 1,2015-03-25T00:00:00.000,2015-06-23T00:00:00.000,TUESDAY,2015,2015,No,Permit Center,Final,2015-07-22T00:00:00.000,2015-07-22T00:00:00.000,2015-07-22T00:00:00.000,300,1,1,7601 BASIL CV,AUSTIN,TX,78750,10,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11321202'},11321202,30.38332235,-97.8001868,"{'latitude': '30.38332235', 'longitude': '-97.8001868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,600,,,11321201,,,,
EP,Electrical Permit,2015-006429 EP,Residential,R- 435 Renovations/Remodel,Remodel,No,6905 RUDI CV,Interior remodel.  Convert master tub and shower to only accessible shower.,0160070939,LOT 2A GREAT HILLS PHS II SEC 2 AMENDED PLAT OF LOTS 1-3,2015-01-07T00:00:00.000,2015-07-14T00:00:00.000,TUESDAY,2015,2015,No,Online,Final,2015-07-15T00:00:00.000,2015-07-15T00:00:00.000,2015-07-15T00:00:00.000,100,2,1,6905 RUDI CV,AUSTIN,TX,78759,6,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11280087'},11280087,30.4132847,-97.77207763,"{'latitude': '30.4132847', 'longitude': '-97.77207763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,500,,,11280086,,,,
MP,Mechanical Permit,2014-061465 MP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,2712 SCENIC DR,"Scope of work exceeded walls to remain intact have been removed Structure to meet all requirements of new construction grouped inspections Feb 2014 Visitability Ord.  Tent Survey by licensed surveyor required at frame group inspection.   DM  886

Partial demolition included.
Addition/Remodel to existing two-story single-family residence.  Extensive demolition throughout existing residence on all floors per plans.  Addition will add 791sf to 1st floor 2064sf to 2nd floor 286sf to the basement and 224sf of new covered porch/patio area.  Remodel work to tie in new additions per proposed floor plans for basement 1st floor and 2nd floor.  Upon completion the single-family residence will have 4 bedrooms and 6 bathrooms.",0121060508,LOT 2 BLK A BROWN HERMAN ADDN NO 2 SEC 1 ABS 313 SUR 8 GILBERT D J ACR 0.1350,2014-04-23T00:00:00.000,2015-06-25T00:00:00.000,THURSDAY,2015,2015,No,Permit Center,Final,2016-04-25T00:00:00.000,2016-04-25T00:00:00.000,2016-04-25T00:00:00.000,,2,1,2712 SCENIC DR,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11163044'},11163044,30.30863749,-97.7745666,"{'latitude': '30.30863749', 'longitude': '-97.7745666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,,40000,,11163039,4677,3365,,
EP,Electrical Permit,2015-082654 EP,Residential,Residential,Repair,No,2115 W 10TH ST,Install 20 amp general purpose GFCI TR/WR recpetacle in accessible crawl space for cord conected tankless water heater and bond gas line only.,0110060226,LOT 29 MARLTON PLACE SEC 2,2015-07-09T00:00:00.000,2015-07-09T00:00:00.000,THURSDAY,2015,2015,No,Permit Center,Final,2015-07-13T00:00:00.000,2015-07-13T00:00:00.000,2015-07-13T00:00:00.000,0,1,1,2115 W 10TH ST,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11382776'},11382776,30.28255785,-97.7690087,"{'latitude': '30.28255785', 'longitude': '-97.7690087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,179,,,,,,,
MP,Mechanical Permit,2014-083593 MP,Residential,R- 435 Renovations/Remodel,Remodel,No,9215 KEMPLER DR,Renovations to existing duplex to accomodate mobility impairment,0426210620,LOT 18 BLK E TANGLEWOOD FOREST SEC 1 PHS B,2014-07-23T00:00:00.000,2015-06-25T00:00:00.000,THURSDAY,2015,2015,No,Permit Center,Final,2016-03-18T00:00:00.000,2016-03-18T00:00:00.000,2016-03-18T00:00:00.000,0,1,2,9215 KEMPLER DR,AUSTIN,TX,78748,5,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11196119'},11196119,30.18065167,-97.82150511,"{'latitude': '30.18065167', 'longitude': '-97.82150511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,,5175,,11196117,,,,
MP,Mechanical Permit,2015-062275 MP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,3921 HARGIS ST,Partial demo of existing 2-story single family residence for a 2nd story addition to include a great room a bedroom with an attached bathroom.  Remodel scope of work to include new staircase handrail relocation of the WH to the attic and reconfiguring of 2nd floor closet spaces for the addition.,0215161414,LOT 14 BLK 58 MUELLER SEC V SUBD,2015-04-10T00:00:00.000,2015-06-16T00:00:00.000,TUESDAY,2015,2015,No,Permit Center,Final,2015-07-30T00:00:00.000,2015-07-30T00:00:00.000,2015-07-30T00:00:00.000,,2,1,3921 HARGIS ST,AUSTIN,TX,78723,9,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11357652'},11357652,30.29125852,-97.70164566,"{'latitude': '30.29125852', 'longitude': '-97.70164566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,,1604,,11357650,2189,544,,
BP,Building Permit,2015-062275 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,3921 HARGIS ST,Partial demo of existing 2-story single family residence for a 2nd story addition to include a great room a bedroom with an attached bathroom.  Remodel scope of work to include new staircase handrail relocation of the WH to the attic and reconfiguring of 2nd floor closet spaces for the addition.,0215161414,LOT 14 BLK 58 MUELLER SEC V SUBD,2015-04-10T00:00:00.000,2015-05-28T00:00:00.000,THURSDAY,2015,2015,No,Permit Center,Final,2016-10-14T00:00:00.000,2016-10-14T00:00:00.000,2016-10-14T00:00:00.000,,2,1,3921 HARGIS ST,AUSTIN,TX,78723,9,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11357650'},11357650,30.29125852,-97.70164566,"{'latitude': '30.29125852', 'longitude': '-97.70164566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Yes,16195,53985,11437,1356,1604,1798,11327424,,544,3285,
