permitnumber,permitnumbercreateddate,issuedate,permitelapseddays,projectvalue,typeofwork,address,projectdescription,permitcategory,propertyuse,specificusecategory,issueyear,geolocalarea,geom,yearmonth,geo_point_2d,latitude,longitude
BP-2019-04205,2019-09-19,2019-10-15,26,250000.0,Addition / Alteration,"725 GRANVILLE STREET, Vancouver, BC","Field Review - Addition / Alteration - #500-5th floor

Interior alterations for for existing office tenant in Suite #500 on the 5th floor to convert existing offices into a projection room for employee use in this existing commercial building.
REVISION #1 - Sept. 18/20 mk
Reduced scope of work: 
-  no new work, no stepped seating, & no new door D2 in Room N-5119


OK for field review per L.Telefson, Sept.19/19

Note:
- Schedule B (Structural) may be required by District Building Inspector to be determined on site.
- District Building Inspector to determine if a Sprinkler Permit is required.
- Energy upgrade exempt - BOMA BESt (Path 1)",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2019,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1194942, 49.2822452], 'type': 'Point'}, 'properties': {}}",2019-10,"{'lon': -123.1194942, 'lat': 49.2822452}",49.2822452,-123.1194942
DB-2022-05612,2022-12-22,2023-03-02,70,599000.0,Addition / Alteration,"848 GRANVILLE STREET, Vancouver, BC","Field Review - Addition / Alteration - Exterior and interior alterations to combine retail stores 848 Granville St and 850 Granville St on the ground level of this commercial building on this site. Exterior work to close off one entrance.

OK for DB per E.Sabadlan
OK for Field Review per W.Wong

Letter of assurance provided by:
Schedule A & D & B (Architectural): Babak Eslahjou, 416-343-0400
Schedule B (Structural): Kosta Marcakis, P.Eng, Struct. Eng., 604-254-0868
Schedule B (Electrical): Estella Lai Mun Chan, P.Eng, 604-292-8414
Schedule B (Mechanical  & Plumbing): Christopher Liu, 60- 294-8414

Addressing note:
848 Granville St - Retail Shell (1st Level & Mezzanine)

850 Granville St has been cancelled and is to be removed from the building.  848 Granville St is to be posted on the building and clearly visible from the street prior to final inspection. 

REVISION #1: September 21th, 2023 - MA
1) Build up floor in back of the house area due to site condition to align with front of the house
2) Add a ramp BOH area per barrier-free requirements to access washroom and back exit door",Renovation - Commercial/ Mixed Use - Lower Complexity,['Retail Uses'],['Retail Store'],2023,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1206247, 49.2807885], 'type': 'Point'}, 'properties': {}}",2023-03,"{'lon': -123.1206247, 'lat': 49.2807885}",49.2807885,-123.1206247
DB-2017-03679,2017-07-13,2017-11-06,116,15000.0,Addition / Alteration,"285 E 5TH AVENUE, Vancouver, BC V5T 1H2","Field Review - Addition / Alteration - Exterior alterations to replace the existing wheel chair ramp with a new wheel chair ramp facing E 5th Avenue at this existing institutional building (school - university or college) on this site.

Letter of Assurance for Arborist supervision of work dated October 23, 2017, submitted by Mountain Maple Garden & Tree service Ltd attached to plans.

OK for field review per I. Mackie
OK for DB per N. Bahr, July 13, 2017

Schedule B (Arch) submitted by Peter Smith, 604-782-7913

Energy upgrade exempt: Exterior alterations / repair",Renovation - Commercial/ Mixed Use - Lower Complexity,['Institutional Uses'],['School - University or College'],2017,Mount Pleasant,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0993744, 49.2666372], 'type': 'Point'}, 'properties': {}}",2017-11,"{'lon': -123.0993744, 'lat': 49.2666372}",49.2666372,-123.0993744
DB-2019-02931,2019-07-03,2019-11-21,141,10695000.0,Addition / Alteration,"4251 ONTARIO STREET, Vancouver, BC V5V 3G8","High Density Housing / Commercial - Addition / Alteration - Interior and exterior alteration to provide seismic, accessibility, and life safety upgrading in this existing school building

Revision #1 (additional project value $15,000) - issued July 2, 2021 (reviewed during 2020 pandemic crisis)
1. Revised outline of upgraded Block 1 basement level north stair fire separation enclosure to align with floors above
2. Removed unstable interior CMU partitions at Block 1 northwest corner basement level, and re-instated with new steel stud walls
3. Reduced new interior access ramp width at basement corridor to Lunchroom to VBBL requirements
4. Revised base of new exterior access ramp at Block 1 main entry to suit existing grades and configuration",,['Institutional Uses'],['School - Elementary or Secondary'],2019,Riley Park,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1062816, 49.2473123], 'type': 'Point'}, 'properties': {}}",2019-11,"{'lon': -123.1062816, 'lat': 49.2473123}",49.2473123,-123.1062816
BP-2019-00234,2019-01-17,2020-02-21,400,14500000.0,New Building,"3505 W 7TH AVENUE, Vancouver, BC V6R 0E9","Certified Professional Program - New Building - To develop a new 2- story elementary school (Bayview) including preschool and before & after school care uses (Child Day Care Facility - Shell Only) on the 1st level with 2 accessible parking stalls and one Class A loading space accessed from 6th Avenue. 

Full construction

Revision 1 - To address changes in M/A DP-2022-00644, scope includes:
1. Revised elevator from hydraulic lift to a machine-room-less traction elevator, results in removal of elevator machine room located on L1.
2. Revised layout of washroom to add electrical closet, no change in fixture count.
3. Revised outbuilding - relocated bike stalls to exterior storage room 121.  Outbuilding reduced to garbage and recycling enclosure only.
4. Revised playground landscape design to improve accessibility per revised landscape drawings. - issued February 7, 2023

Revision 2 - Scope includes Change of Civil Engineer of Record from P.Eng. Snow to P.Eng. Carter, effective March 1, 2022, and submission of micro-pile design. - issued March 2, 2023",,['Institutional Uses'],"['Child Day Care Facility', 'School - Elementary or Secondary']",2020,Kitsilano,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1819179, 49.2660259], 'type': 'Point'}, 'properties': {}}",2020-02,"{'lon': -123.1819179, 'lat': 49.2660259}",49.2660259,-123.1819179
DB-2020-01929,2020-06-23,2020-07-14,21,1600000.0,Addition / Alteration,"350 W GEORGIA STREET, Vancouver, BC V6B 6B1","Field Review - Addition / Alteration - Level 8 Exterior Roof Decks

Exterior alterations on the level 8 roof decks at the North and South of this existing Library Building to replace cladding, roof assemblies, heat traced concrete deck, handrails, and install new portable accessible ramps.

OK for Field Review per R. Rattray May 19, 2020
OK for exterior alterations per H.Ghasemi, April 15, 2020

Planning Conditions:
1. Exterior landscaping and Patio Furniture to be reinstated to 8th level Roof decks as approved under DE 420264
2. New metal roofing to be match existing in finish and colour.
3. Guardrails for new accessibility ramps are not to be visible from street.

Letters of assurance rcvd:
Arch. H James 604.454.0402
Arch. A Eng 604.454.0402
Struct. J Hapchina 604.454.0402",Renovation - Commercial/ Mixed Use - Lower Complexity,['Cultural/Recreational Uses'],['Library'],2020,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1155703, 49.2797085], 'type': 'Point'}, 'properties': {}}",2020-07,"{'lon': -123.1155703, 'lat': 49.2797085}",49.2797085,-123.1155703
DB-2020-03962,2020-12-11,2021-05-25,165,9200000.0,Addition / Alteration,"315 E 23RD AVENUE, Vancouver, BC V5V 1X6","High Density Housing / Commercial - Addition / Alteration - Interior and exterior alteration to existing 3-storey noncombustible, except gable roof, school building (Blocks 1, 2 & 3), and existing 1-storey combustible building (Block 4).  Existing portable building (Block 5) has no interior or exterior work proposed.  Scope of work includes: 
1. Block 1, 2 & 3:  Voluntary seismic and fire protection upgrade and associated Arch, Mech, Elec, Civil and Landscape scope.  Voluntary accessibility upgrades include new elevator, new hand/guardrails, new accessible washrooms and interior ramp.  Minor modifications at Block 1 & 2 includes relocation of multi-purpose room and new 1st storey corridor outside the library to provide accessible path of travel.  No further upgrades required.
2. Block 4: New accessibility upgrades include new door and hardware, exterior ramp, exterior exit stair and accessible universal toilet room.

This permit has been reviewed under the 2019 Vancouver Building By-law (#12511).  Reviewed during the 2020 pandemic crisis.",,['Institutional Uses'],['School - Elementary or Secondary'],2021,Riley Park,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0976803, 49.2506753], 'type': 'Point'}, 'properties': {}}",2021-05,"{'lon': -123.0976803, 'lat': 49.2506753}",49.2506753,-123.0976803
DB-2018-06220,2018-11-29,2018-12-14,15,400000.0,Addition / Alteration,"3695 W 4TH AVENUE, Vancouver, BC V6R 1P2","Field Review - Addition / Alteration - 3695 W. 4th Ave 

Interior alterations to this existing office space, to allow for a presentation centre. 

Scope of work to include: Demolish existing mill-work (exclude lunch room). Remove existing ceiling tiles and drywall ceiling, reconfigure washroom to allow for barrier free washroom for accessibility requirements. reconfigure the lighting layout to suit new space. New electrical fixtures in reception area. Electrical outlets reconfigured. New flooring and paint throughout. 

OK For Field Review as per A.Campbell - Nov.29.2018 

Letters of assurance rcvd Z Fan 778.798.6928
                                     J X Song 778.861.1566
                                     
Selected Energy Upgrade: L2 - Lighting - Upgrade to incorporate Space Control systems (per 9.4.1.2 of ASHRAE 90.1 - 2010)\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2018,Kitsilano,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1854887, 49.2688814], 'type': 'Point'}, 'properties': {}}",2018-12,"{'lon': -123.1854887, 'lat': 49.2688814}",49.2688814,-123.1854887
BP-2022-05270,2022-11-23,2022-12-15,22,60000.0,Addition / Alteration,"401 W GEORGIA STREET, Vancouver, BC V6B 5A1","Field Review - Addition / Alteration - 16th floor - Lobby Washrooms 

Interior alterations to provide improvements to the 16th floor lobby washrooms in this existing commercial building on this site.  
Scope of work: demo to convert accessible washroom to an all gender shower room. New shower fixture, finishes, barrier free accessories, lighting.  

District Building Inspector to determine if a Special Sprinkler Permit is required. 
E2 - Retrofit Path:  BOMA BESt (Path 1) - No Additional Upgrades Req'd\t

Energy checklist is currently no longer required with your Building Permit (BP) application.  Some supporting documents are still required at BP stage, specifically Envelope and HVAC, if applicable.  Service Water Heating and Lighting supporting documents, if applicable, must be submitted with your related trades permits (e.g. electrical and plumbing).  All energy upgrades will be checked during inspections stage.  It is the applicant's responsibility to identify and note all required upgrades including energy upgrades on their BP drawings at BP stage.


\t\t\t\t\t\t\t\t\t\t\t\t\t\t",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2022,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.114603, 49.28134], 'type': 'Point'}, 'properties': {}}",2022-12,"{'lon': -123.114603, 'lat': 49.28134}",49.28134,-123.114603
BP-2020-03619,2020-11-16,2021-01-26,71,103000.0,Addition / Alteration,"1918 POWELL STREET, Vancouver, BC","Field Review - Addition / Alteration - Interior alterations to provide tenant improvements to this existing of this existing commercial building on this site. 

Scope of work includes: new partition walls and doors, washrooms, and electrical and plumbing work. 

REVISION #1: delete the shower from the washroom, widen the corridor to meet VBBL requirements for accessibility at doors, extend the interior partition at the Open Area, and lighting layout and specification changes all on the Main Floor Level, and to revise the furniture layout and new T-bar ceiling and lighting specifications at the Mezzanine Level and to increase the project value from $95,000 to $103,000.  March 9, 2021/mlh

OK for field review as per C.Yue on 11/16/20

Selected Energy Upgrade: E2 - Lighting - Upgrade to incorporate Automatic Full OFF (per 9.4.1.1.(h) of ASHRAE 90.1-2016)

NOTE: 
1) Building sprinklered – a separate sprinkler permit is required. 

2) This building is for a one tenancy operation; separate permit will be required if 2nd floor to be divided into separate suite, and separate street access and washroom will be required.
3) This permit was reviewed under the 2019 VBBL during the Covid 19 pandemic.",Renovation - Commercial/ Mixed Use - Lower Complexity,['Transportation and Storage Uses'],['Storage Warehouse'],2021,Grandview-Woodland,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0650755, 49.2845446], 'type': 'Point'}, 'properties': {}}",2021-01,"{'lon': -123.0650755, 'lat': 49.2845446}",49.2845446,-123.0650755
