address,neighbourhood,ward,latitude,longitude,has_coords,sources,total_permits,n_building_permits,n_development_permits,keywords,earliest_permit_date,latest_permit_date,building_row_ids,development_file_numbers,sample_description,coord_source
90 - SYLVANCROFT LANE NW,WESTMOUNT,,53.54647613677902,-113.54283740475317,yes,building,1,1,0,lift,2025-04-23T00:00:00.000,2025-04-23T00:00:00.000,1-587907259,,"To construct exterior and interior alterations to a Residential Use building in the form of a Single Detached House (relocation of stairs, removal of elevator and elevation changes). Development revision. Refer to City File 502027750-007 for the building permit",parcel_geocode
9113 - 77 AVENUE NW,KING EDWARD PARK,,53.51287412567572,-113.4680814233144,yes,building,1,1,0,barrier-free; ramp; wheelchair,2010-05-27T00:00:00.000,2010-05-27T00:00:00.000,0-97784668,,To construct a barrier free ramp to a single detached house (Wheelchair Ramp),parcel_geocode
9113 - STRATHEARN DRIVE NW,STRATHEARN,,53.53408979198957,-113.46774005185816,yes,building,1,1,0,lift,2026-05-15T00:00:00.000,2026-05-15T00:00:00.000,2-537089679,,"To construct a Residential Use building in the form of a Single Detached House with an unenclosed front porch, rear attached Garage, balcony, roof top terrace with wet bar, Basement development with wetbar (NOT to be used as an additional Dwelling), fireplace and uncovered deck (6.78m x 4.98m). Basement (Gym, bedroom, rec room, mech room, storage/wine room, games room, bathroom, elevator)",parcel_geocode
9123G - 76 STREET NW,HOLYROOD,Métis Ward,53.52665634830626,-113.443994531377,yes,development,1,0,1,lift,2019-06-19T00:00:00.000,2019-06-19T00:00:00.000,,304188521-001,"To construct a two-Storey Garden Suite with elevator, balcony and pergola-over-patio (main floor at 11.28m x 11.58m, second floor at 9.45m x 7.32m), and to demolish a detached Garage.",development
9223 - 184 STREET NW,BELMEAD,,53.527635442242705,-113.64166979468379,yes,building,1,1,0,accessible; ramp,2023-05-10T00:00:00.000,2023-05-10T00:00:00.000,1-469584609,,"To construct a front entrance accessibility ramp to a Single Detached House (landing, 2.44m x 3.05m @ 0.50m in Height).",parcel_geocode
9304 - 103A AVENUE NW,BOYLE STREET,,53.54885976865231,-113.47765553253257,yes,building,1,1,0,lift,2019-09-18T00:00:00.000,2019-09-18T00:00:00.000,12-1065705,,"To construct an addition and interior alterations to a existing Lodging House, ''Salvation Army''. Construct 2.9m x 5.6m addition for relocated interior exit stair, new Elevator hoistway, demo/construct some interior partition walls, update fire alarm system, update sprinkler system.",parcel_geocode
931 - BLACKETT WYND SW,BLACKBURNE,,53.43061477513313,-113.50533971411093,yes,building,1,1,0,lift,2024-05-08T00:00:00.000,2024-05-08T00:00:00.000,1-506652961,,"To construct interior alterations (Basement development, making an opening for a home elevator, NOT to be used as an additional Dwelling).",parcel_geocode
9321 - COOPER BEND SW,CHAPPELLE,,53.399041993177995,-113.58663679297514,yes,building,1,1,0,handrail,2023-06-27T00:00:00.000,2023-06-27T00:00:00.000,1-476621668,,** To construct a rear uncovered deck (2.41m x 2.87m @ 0.8m in Height).  Handrail has been added on stairs descending on both sides of deck. Stairs have been raised so that rise & run are even from the top down as per code requirement.,parcel_geocode
9407 - COLAK LANE SW,CHAPPELLE AREA,Ipiihkoohkanipiaohtsi Ward,53.39818737276504,-113.58691502533831,yes,development,1,0,1,ramp,,,,517886321-002,"To construct a Residential Use building in the form of a Single Detached House with unenclosed front porch, rear ramp, Basement development (NOT to be used as an additional Dwelling) for DAY CARE USE.",development
9408 - 96 STREET NW,BONNIE DOON,,53.531079975213274,-113.47584282056796,yes,building,1,1,0,ramp,2020-07-21T00:00:00.000,2020-07-21T00:00:00.000,1-361360188,,To construct a side and rear uncovered deck (rear deck (6.10m x 4.17m @ 0.86m in Height ) with side ramp (10.36m x 1.17m) to a Single Detached House.,parcel_geocode
9507 - 88 AVENUE NW,BONNIE DOON,,53.523185989878506,-113.47346132890702,yes,building,1,1,0,lift,2024-09-23T00:00:00.000,2024-09-23T00:00:00.000,2-518856411,,"To construct a Residential Use building in the form of a Single Detached House with an , unenclosed front porch, front balcony, rear covered deck (3.66m x 6.71m), fireplace, and to develop a Secondary Suite in the Basement. SS = 1 bedroom, kitchen, mechanical room, bathroom, living area, elevator, nook, laundry , storage, 9507 - 88 AVENUE NW",parcel_geocode
9521 - 149 STREET NW,CRESTWOOD,Nakota Isga Ward,53.53236185161192,-113.57744208528186,yes,development,1,0,1,ramp,2018-02-02T00:00:00.000,2018-02-02T00:00:00.000,,272542690-001,To construct a front uncovered deck (12.19 m x 1.65 m @0.91 m in height) with ramp and privacy screening (1.52 m in height).,development
9536G - 144 STREET NW,CRESTWOOD,Nakota Isga Ward,53.53277411712138,-113.57072970873037,yes,development,1,0,1,lift,,,,312281917-001,To construct a Garden Suite with balcony and Elevator.,development
9538 - 100A STREET NW,ROSSDALE,,53.53204211818889,-113.49277741909727,yes,building,1,1,0,lift,2021-08-17T00:00:00.000,2021-08-17T00:00:00.000,1-400993872,,To construct interior and exterior alterations (Elevator Housing / Stair entrance to 3rd storey roof balcony).,parcel_geocode
9543 - 70 AVENUE NW,HAZELDEAN,,53.506320416222856,-113.47595945427199,yes,building,1,1,0,ramp; wheelchair,2010-09-13T00:00:00.000,2010-09-13T00:00:00.000,0-101280680,,To construct an uncovered wheel chair ramp.(1.52m x 1.52m at front),parcel_geocode
9624 - RIVERSIDE DRIVE NW,CRESTWOOD,,53.53415900136703,-113.56094951260532,yes,building,1,1,0,ramp,2011-08-27T00:00:00.000,2011-08-27T00:00:00.000,0-91681268,,"To construct a single detached house with ramp to underground parkade, fireplace, basement development and rooftop deck (attached to existing rear enclosed pool).",parcel_geocode
9650 - 153 STREET NW,WEST JASPER PLACE,Nakota Isga Ward,53.53446718445969,-113.58554222121512,yes,development,1,0,1,ramp,,,,188307978-001,To convert a Single Detached House to a Child Care Service Use (49 Children) and to construct interior and exterior (convert attached garage to usable floor space and construct an outdoor landing 1.0m x 1.0m @ 1.47m in height with ramp).,development
9707 - 167 STREET NW,GLENWOOD,,53.535219822606535,-113.60976081789445,yes,building,1,1,0,accessible; ramp,2024-02-01T00:00:00.000,2024-02-01T00:00:00.000,1-495736466,,"To construct interior and exterior alterations to a Residential Use Building in the form of a Single Detached House (interior: add second accessible bathroom; exterior: new front door, add 1.83m x 1.22 m front landing with accessible ramp) and to construct a rear uncovered deck (4.88m x 3.66m @ 0.60m in Height).",parcel_geocode
9722 - 145 STREET NW,CRESTWOOD,,53.53553509279609,-113.57329116207748,yes,building,1,1,0,lift,2017-06-29T00:00:00.000,2017-06-29T00:00:00.000,0-254152125,,To construct interior alterations to an existing Single Detached House (residential elevator),parcel_geocode
9742 - 145 STREET NW,CRESTWOOD,,53.5362287048074,-113.57274031572096,yes,building,1,1,0,lift,2023-05-25T00:00:00.000,2023-05-25T00:00:00.000,2-454494294,,"To construct a Single Detached House with rear attached Garage, Unenclosed Front Porch, fireplace, elevator, covered deck (5.79m x 4.42m) and Basement development (NOT to be used as an additional Dwelling).",parcel_geocode
9745A - 152 STREET NW,WEST JASPER PLACE,,53.53584342343559,-113.58280029215132,yes,building,1,1,0,lift,2024-08-02T00:00:00.000,2024-08-02T00:00:00.000,2-518688352,,"To construct a Residential Use building in the form of a Single Detached House with an unenclosed front porch, fireplace, elevator(1 floor only) and a rear uncovered deck (2.44m x 5.18m).",parcel_geocode
9775 - 229 STREET NW,SECORD,Nakota Isga Ward,53.537968496371505,-113.70943262624868,yes,development,1,0,1,barrier-free,2023-08-16T00:00:00.000,2023-08-16T00:00:00.000,,477928319-002,"To construct exterior and interior alterations to an existing Multi-unit Project Development (changes to Buildings 1, 3, 7 & 8, relocate barrier-free parking spaces, and revise landscape plan).",development
9837 - 86 AVENUE NW,STRATHCONA,,53.52154946484096,-113.48466993845797,yes,building,1,1,0,lift,2025-04-02T00:00:00.000,2025-04-02T00:00:00.000,1-573293778,,To construct interior alterations to a Residential Use building (adding an elevator in the house).,parcel_geocode
985 - HOLLINGSWORTH BEND NW,HODGSON,,53.461135254952936,-113.55755122142095,yes,building,1,1,0,accessible; lift; ramp,2023-08-22T00:00:00.000,2023-08-22T00:00:00.000,1-465610016,,"To construct an addition (main floor and walkout Basement rear extension with elevator) and to construct exterior alterations (removal of existing window, door and wall; adding new windows and accessible door; and to construct a ramp access to walkout Basement) to a Single Detached House.",parcel_geocode
986 - HOLLINGSWORTH BEND NW,HODGSON,,53.46064553488965,-113.55740409014355,yes,building,1,1,0,lift,2021-12-07T00:00:00.000,2021-12-07T00:00:00.000,1-416221763,,To construct interior alterations to a Single Detached House (addition of elevator shaft & related structural changes on the main floor & basement).,parcel_geocode
99 - WESTBROOK DRIVE NW,WESTBROOK ESTATES,,53.46916956339874,-113.55526759297402,yes,building,1,1,0,lift,2013-07-10T00:00:00.000,2013-07-10T00:00:00.000,0-122659070,,"To construct a single detached house with an underground attached garage, a covered deck, uncovered deck, front veranda and terrace, basement development, and fireplace.  Walk out basement development includes; 1 family entry, 1 seasonal storage room, 2 bathrooms, 1 mud room, 1 mechanical room, 1 elevator, 1 rec room, 1 snack area with sink, 2 storage rooms, 1 guest room, 1 dressing room, 1 contained spa area c/w drain for any unforseen catastrophe with the spa.",parcel_geocode
9904 - 71 STREET NW,TERRACE HEIGHTS,,53.53959666506933,-113.43714393848657,yes,building,1,1,0,accessible; ramp; wheelchair,2009-11-03T00:00:00.000,2009-11-03T00:00:00.000,1-90195873,,To construct exterior alteration (wheelchair accessible ramp) to a Single Detached House.,parcel_geocode
9909 - 110 STREET NW,WÎHKWÊNTÔWIN,,53.537543855793,-113.50969473900093,yes,building,1,1,0,lift,2022-12-05T00:00:00.000,2022-12-05T00:00:00.000,1-454767987,,"To complete Interior Alterations (Fire alarm device upgrade) for the elevator Lobbies (Main to 17th floor), within a Residential condominium building. - Westcliffe Arms Condominium's",parcel_geocode
9917 - 110 STREET NW,WÎHKWÊNTÔWIN,O-day'min Ward,53.53798031520741,-113.5097400421073,yes,development,1,0,1,barrier-free,2019-11-25T00:00:00.000,2019-11-25T00:00:00.000,,301403818-002,"To construct exterior alterations by revising the parking layout (same number of parking spaces), and barrier free access encroaching onto City Road Right-of-Way, and rehabilitating the existing landscaping for an existing Multi-unit Housing.",development
9921 - 104 STREET NW,DOWNTOWN,,53.53797595182056,-113.4987166581938,yes,building,1,1,0,ramp,2019-01-30T00:00:00.000,2019-01-30T00:00:00.000,0-294411439,,To construct exterior alterations to an existing condo complex. Scope is for parkade ramp repair.,parcel_geocode
9923 - 103 STREET NW,DOWNTOWN,,53.5379109710313,-113.4968746613191,yes,building,1,1,0,lift,2012-11-30T00:00:00.000,2012-11-30T00:00:00.000,0-129557689,,To Install Fall Arrest Anchors to the roof of an existing Apartment Building and install a ladder to access the elevator penthouse roof.,parcel_geocode
9925 - 156 STREET NW,WEST JASPER PLACE,,53.53829659961962,-113.58977479034996,yes,building,1,1,0,handrail,2009-06-03T00:00:00.000,2009-06-03T00:00:00.000,0-87065627,,To Construct interior refurbishments to an apartment condo - to replace guards and handrail within exit stairwells,parcel_geocode
9925 - JASPER AVENUE NW,DOWNTOWN,,53.54090866887238,-113.48869556787997,yes,building,1,1,0,ramp,2019-07-24T00:00:00.000,2019-07-24T00:00:00.000,0-313843442,,"To construct interior and exterior alterations to an existing building.  Ground Level, minor guard rail repairs occurring on several other levels including level 1, 2, and 4. Repairs are also occurring on an exterior curb and overhead beam on a loading ramp on the exterior of the building. ""McDonald Estates parking structure repairs""",parcel_geocode
9929 - 113 STREET NW,WÎHKWÊNTÔWIN,,53.53812910256451,-113.51526388631498,yes,building,1,1,0,ramp,2025-07-25T00:00:00.000,2025-07-25T00:00:00.000,1-611843415,,To construct Exterior Alterations (ramp replacement and parking structure repair) in an existing condo apartment building (The Tretheway Condominium).,parcel_geocode
9951 - 83 STREET NW,FOREST HEIGHTS,Métis Ward,53.54023609915011,-113.45444453036832,yes,development,1,0,1,ramp; wheelchair,,,,469121589-002,To construct a Single Detached House with uncovered deck and Covered wheelchair ramp from garage to house.,development
"B1, 13305 - 199 STREET NW",STARLING,Nakota Isga Ward,53.594146317469445,-113.66310850801224,yes,development,1,0,1,ramp,2025-11-13T00:00:00.000,2025-11-13T00:00:00.000,,472557075-107,"To construct Exterior Alterations of a Residential Use building in the form 16 Dwelling Multi-unit Housing building (alterations to DP: 472557075-002) Building 'I', (added a ramp, removed windows and adjusted interior alterations)",development
"BSMT, 11336 - 57 AVENUE NW",LENDRUM PLACE,,53.49477959584953,-113.52496547492214,yes,building,1,1,0,lift,2012-05-02T00:00:00.000,2012-05-02T00:00:00.000,1-121366790,,"To construct a Secondary Suite within a Single Detached House (and to install an elevator).  Two bedrooms, Two bathrooms, livingroom / kitchen, shared mech. / laundry room, elevator.",parcel_geocode
"BSMT, 7512 - 83 STREET NW",AVONMORE,,53.511722836842054,-113.45571372870454,yes,building,1,1,0,handrail,2012-02-09T00:00:00.000,2012-02-09T00:00:00.000,1-118819024,,"To construct a secondary suite in a single detached house (existing without permits). Smoke detectors, drywall furnace room, install handrail.  2 bedrooms, 1 bathroom, 1 storage room, 1 furnace room, 1 living room, 1 kitchen.",parcel_geocode
"BSMT, 8903 - 83 AVENUE NW",BONNIE DOON,Métis Ward,53.518746050018514,-113.46463759325835,yes,development,1,0,1,lift; wheelchair,2019-04-26T00:00:00.000,2019-04-26T00:00:00.000,,304334832-001,"To change the Use from a Single Detached House to a Restaurant (81.5 square meters of Public Space with 59 seats in interior) with an accessory fenced, outdoor patio (24.2 square meters of Public Space with 16 seats); and to construct exterior and interior alterations (new entry door, deck, stair, wheelchair lift and outdoor patio space).",development
"BSMT, 9917 - 110 STREET NW",WÎHKWÊNTÔWIN,,53.53798246712688,-113.50973998647399,yes,building,1,1,0,ramp,2021-06-09T00:00:00.000,2021-06-09T00:00:00.000,1-393682453,,"To construct interior/exterior alterations to a Residential Apartment building, ''Rosedale Place''. Parking Structure & Ramp Restoration.",parcel_geocode
"G1, 12122 - 45 STREET NW",BEACON HEIGHTS,Métis Ward,53.57595836611415,-113.41111376529287,yes,development,1,0,1,lift,2025-08-12T00:00:00.000,2025-08-12T00:00:00.000,,515046209-002,To construct a Residential Use building in the form of a 3 Dwelling Backyard House with elevator.,development
"MNFL, 13404 - 96 STREET NW",GLENGARRY,tastawiyiniwak Ward,53.59593954126648,-113.49100306791372,yes,development,1,0,1,lift,2021-10-25T00:00:00.000,2021-10-25T00:00:00.000,,402608398-002,To construct a rooftop Telecommunications Facility (relocate Telus antennas from the main roof to elevator walls).,development
